id,created_at,updated_at,address,code,end_time,latitude,longitude,name,start_time,penalty_cost,dx_code
1,1658895466038,1658895466072,"Tầng B1, TTTM Vincom Center Liễu Giai, Số 29 Liễu Giai, P. Ngọc Khánh, Q. Ba Đình, Hà Nội",C1,75600,21.0311,105.8136648,VinMart Liễu Giai,28800,1000,62e0bc682c553306621a180e
2,1658895500465,1658895500505,"163A Đại La, Phường Đồng Tâm, quận Hai Bà Trưng, Hà Nội",C2,75600,20.9964605,105.8446364,VinMart Đại La,28800,1000,62e0bc8c2c553306621a1821
3,1658895522261,1658895522280,"Tòa nhà Nam Đô Complex, 609 Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",C3,75600,20.9794457,105.8449844,VinMart Trương Định,28800,1000,62e0bca12c553306621a1834
4,1658895551541,1658895551559,"TTTM Vincom Nguyễn Chí Thanh, Sô 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",C4,75600,21.0234901,105.8093995,VinMart Nguyễn Chí Thanh,28800,1000,62e0bcbf2c553306621a1847
5,1658895662824,1658895662855,"T1, Toà 170 La Thành, P. Ô Chợ Dừa, Q. Đống Đa, Hà Nội",C5,75600,21.0207133,105.8275735,VinMart La Thành,28800,1000,62e0bd2e2c553306621a185a
6,1658895718313,1658895718363,"281 Đội Cấn, Liễu Giai, Ba Đình, Hà Nội",C6,75600,21.0355053,105.8195195,VinMart Đội Cấn,28800,1000,62e0bd652c553306621a186d
7,1658895743988,1658895744004,"Tràng An Complex, Số 1 Phùng Chí Kiên, Nghĩa Đô, Cầu Giấy, Hà Nội",C7,75600,21.044011,105.8028368,VinMart Tràng An,28800,1000,62e0bd7f2c553306621a1880
8,1658895775275,1658895775293,"46 Thanh Nhàn, Hai Bà Trưng, Hà Nội",C8,75600,21.0030651,105.8580032,VinMart Võ Thị Sáu,28800,1000,62e0bd9e2c553306621a1893
9,1658895857396,1658895857428,"51 Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội",C9,75600,21.0645134,105.8278671,VinMart Xuân Diệu,28800,1000,62e0bdf02c553306621a18a6
10,1658895881805,1658895881866,"98 Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Thành Phố Hà Nội",C10,75600,21.0075504,105.8211178,VinMart Thái Thịnh,28800,1000,62e0be092c553306621a18b9
11,1658895908547,1658895908566,"131 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",C11,75600,21.0420983,105.8699483,VinMart Nguyễn Văn Cừ II,28800,1000,62e0be242c553306621a18cc
12,1658895943782,1658895943881,"131 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà NộiSố 8 Quang Trung, P. Quang Trung, Q. Hà Đông, Hà Nội",C12,75600,20.9724074,105.7770757,VinMart Hà Đông 2,28800,1000,62e0be462c553306621a18df
